id,id,host_listings_count,host_response_rate,host_acceptance_rate,accommodates,bedrooms,bathrooms,beds,price,security_deposit,cleaning_fee,minimum_nights,maximum_nights,number_of_reviews,neighbourhood_cleansed,latitude,longitude
5495646,5495646,1,100%,98%,2,1.0,1.0,1.0,$100.00 ,,,1,1125,34,"Union Station, Stanton Park, Kingman Park",38.89700819,-76.98822322
1667080,1667080,1,100%,100%,2,0.0,1.0,1.0,$135.00 ,$200.00 ,$25.00 ,2,100,65,"Union Station, Stanton Park, Kingman Park",38.90537135,-77.00034033
2523194,2523194,25,99%,89%,6,1.0,1.0,2.0,$149.00 ,$300.00 ,$90.00 ,3,30,12,"Union Station, Stanton Park, Kingman Park",38.89798948,-77.00180654
7110732,7110732,2,100%,100%,6,2.0,2.5,3.0,$190.00 ,$200.00 ,$150.00 ,3,1125,4,"Union Station, Stanton Park, Kingman Park",38.90133007,-76.98956129
1613892,1613892,1,100%,100%,4,1.0,1.0,2.0,$130.00 ,,$45.00 ,2,1125,90,"Union Station, Stanton Park, Kingman Park",38.89326775,-76.99019142
7438735,7438735,2,100%,100%,4,1.0,1.0,2.0,$107.00 ,$120.00 ,$60.00 ,3,1125,3,"Union Station, Stanton Park, Kingman Park",38.897250799999995,-76.97533672
7717276,7717276,1,60%,100%,3,2.0,1.0,2.0,$100.00 ,,,1,30,10,"Union Station, Stanton Park, Kingman Park",38.89780035,-77.00033068
7327815,7327815,25,99%,89%,6,2.0,1.0,2.0,$159.00 ,$300.00 ,$115.00 ,3,1125,2,"Union Station, Stanton Park, Kingman Park",38.89219842,-77.00034089
386546,386546,3,100%,98%,5,2.0,1.0,3.0,$179.00 ,$200.00 ,$50.00 ,3,1125,195,"Union Station, Stanton Park, Kingman Park",38.89436586,-76.98287352
4728736,4728736,2,100%,100%,5,0.0,1.0,3.0,$138.00 ,$200.00 ,$158.00 ,3,1125,2,"Union Station, Stanton Park, Kingman Park",38.896298,-77.00196375
8423818,8423818,1,89%,92%,5,2.0,1.5,2.0,$140.00 ,"$1,000.00 ",$50.00 ,2,1125,1,"Union Station, Stanton Park, Kingman Park",38.89887909,-76.98855470000001
4475295,4475295,1,100%,100%,4,2.0,1.0,2.0,$150.00 ,$200.00 ,$40.00 ,1,1,7,"Union Station, Stanton Park, Kingman Park",38.89303386,-76.99162554
4532653,4532653,2,84%,82%,4,2.0,2.0,2.0,$150.00 ,$300.00 ,$60.00 ,1,1125,20,"Union Station, Stanton Park, Kingman Park",38.89558969,-76.99349217
8628658,8628658,1,,,2,1.0,1.0,1.0,$70.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89434589,-76.98663875
2361802,2361802,1,100%,100%,2,1.0,1.0,3.0,$150.00 ,,$70.00 ,3,365,76,"Union Station, Stanton Park, Kingman Park",38.89314387,-77.00102107
4908997,4908997,2,100%,100%,4,1.0,1.0,2.0,$120.00 ,$100.00 ,$120.00 ,2,1125,8,"Union Station, Stanton Park, Kingman Park",38.90114176,-77.00860167
1281015,1281015,1,100%,100%,2,1.0,1.0,1.0,$125.00 ,$200.00 ,$60.00 ,2,1125,23,"Union Station, Stanton Park, Kingman Park",38.89959171,-77.00006404
7564295,7564295,1,90%,88%,2,1.0,1.0,1.0,$100.00 ,,$25.00 ,1,1125,7,"Union Station, Stanton Park, Kingman Park",38.89767509,-76.99032707
2550527,2550527,1,,,6,1.0,2.5,2.0,$230.00 ,"$1,000.00 ",$80.00 ,3,9,0,"Union Station, Stanton Park, Kingman Park",38.89386164,-76.98646567
2231106,2231106,2,96%,79%,2,1.0,1.0,2.0,$94.00 ,$150.00 ,$25.00 ,2,3,5,"Union Station, Stanton Park, Kingman Park",38.89524696,-76.99588965
748316,748316,3,100%,100%,2,1.0,1.0,1.0,$110.00 ,,,2,30,227,"Union Station, Stanton Park, Kingman Park",38.89532288,-76.98873497
1919269,1919269,2,100%,100%,2,1.0,1.0,1.0,$85.00 ,,$30.00 ,3,100,18,"Union Station, Stanton Park, Kingman Park",38.89883621,-76.99117819
7309609,7309609,2,100%,95%,1,1.0,1.0,1.0,$47.00 ,,,1,1125,14,"Union Station, Stanton Park, Kingman Park",38.89909061,-77.00253157
8115938,8115938,32,99%,96%,10,4.0,4.0,5.0,$399.00 ,$500.00 ,$230.00 ,4,365,0,"Union Station, Stanton Park, Kingman Park",38.89377019,-76.98930218
7896861,7896861,4,100%,100%,8,3.0,1.5,4.0,$290.00 ,$400.00 ,$200.00 ,4,365,0,"Union Station, Stanton Park, Kingman Park",38.89698726,-76.99969911
3811688,3811688,2,90%,75%,2,1.0,2.0,1.0,$90.00 ,,$75.00 ,1,1125,10,"Union Station, Stanton Park, Kingman Park",38.89474363,-76.99245242
7309679,7309679,2,100%,95%,6,2.0,2.0,2.0,$154.00 ,,$30.00 ,2,1125,3,"Union Station, Stanton Park, Kingman Park",38.89912911,-77.00126106
2875616,2875616,1,100%,100%,3,1.0,1.0,2.0,$134.00 ,$200.00 ,$25.00 ,2,1125,51,"Union Station, Stanton Park, Kingman Park",38.90494683,-77.00130748
117240,117240,5,100%,100%,2,1.0,1.0,1.0,$85.00 ,,$50.00 ,1,365,180,"Union Station, Stanton Park, Kingman Park",38.89771961,-76.99410965
8221108,8221108,1,100%,100%,2,1.0,1.0,1.0,$129.00 ,$250.00 ,$75.00 ,3,29,1,"Union Station, Stanton Park, Kingman Park",38.89602824,-77.00248845
982118,982118,3,100%,98%,5,3.0,2.5,3.0,$250.00 ,$200.00 ,$70.00 ,3,365,17,"Union Station, Stanton Park, Kingman Park",38.89419212,-76.98340015
674940,674940,32,99%,96%,4,1.0,1.0,2.0,$179.00 ,$200.00 ,$65.00 ,3,180,25,"Union Station, Stanton Park, Kingman Park",38.89705371,-77.00146009
2632859,2632859,1,100%,100%,4,1.0,1.0,2.0,$115.00 ,$100.00 ,$50.00 ,1,1125,2,"Union Station, Stanton Park, Kingman Park",38.89770195,-76.99538919
3186210,3186210,1,100%,100%,2,1.0,1.0,1.0,$89.00 ,,$25.00 ,2,20,9,"Union Station, Stanton Park, Kingman Park",38.89833122,-76.99004117
8350335,8350335,1,86%,50%,2,1.0,1.0,1.0,$95.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89500721,-76.98048778
453315,453315,1,100%,98%,2,1.0,1.0,1.0,$89.00 ,,,1,60,310,"Union Station, Stanton Park, Kingman Park",38.89540276,-76.98693749
1550867,1550867,5,100%,95%,6,3.0,2.5,4.0,$679.00 ,$500.00 ,$100.00 ,3,1125,2,"Union Station, Stanton Park, Kingman Park",38.89831902,-76.98793118
814655,814655,5,100%,96%,2,1.0,1.0,1.0,$150.00 ,$500.00 ,$75.00 ,3,1125,0,"Union Station, Stanton Park, Kingman Park",38.89677931,-76.99821812
240641,240641,1,,,3,1.0,1.0,1.0,$220.00 ,$300.00 ,$25.00 ,1,10,3,"Union Station, Stanton Park, Kingman Park",38.89578101,-76.98863622
8391711,8391711,4,100%,87%,2,1.0,1.0,1.0,$62.00 ,,$10.00 ,1,1125,4,"Union Station, Stanton Park, Kingman Park",38.902198600000006,-76.99024119
4164684,4164684,1,100%,100%,3,1.0,1.0,1.0,$129.00 ,,$20.00 ,2,21,41,"Union Station, Stanton Park, Kingman Park",38.90551319,-77.00171435
6800846,6800846,1,100%,100%,4,1.0,1.0,2.0,$120.00 ,,$30.00 ,2,1125,10,"Union Station, Stanton Park, Kingman Park",38.90589413,-77.00542831
8318273,8318273,1,100%,100%,6,2.0,1.5,3.0,$125.00 ,$500.00 ,$90.00 ,2,1125,0,"Union Station, Stanton Park, Kingman Park",38.89721386,-76.9759526
789898,789898,1,100%,100%,4,1.0,1.0,2.0,$125.00 ,$125.00 ,$20.00 ,2,29,85,"Union Station, Stanton Park, Kingman Park",38.89552706,-76.99273583
5287327,5287327,2,84%,82%,4,1.0,1.0,1.0,$120.00 ,,$40.00 ,2,1125,2,"Union Station, Stanton Park, Kingman Park",38.89556228,-76.99341957
7172949,7172949,1,92%,90%,2,1.0,1.0,1.0,$55.00 ,,$20.00 ,1,5,2,"Union Station, Stanton Park, Kingman Park",38.90284509,-76.99887832
5066722,5066722,6,100%,88%,2,1.0,1.5,1.0,$59.00 ,$150.00 ,,6,1125,1,"Union Station, Stanton Park, Kingman Park",38.8978172,-76.98668319
7244403,7244403,1,100%,100%,3,1.0,1.0,1.0,$95.00 ,,,2,1125,13,"Union Station, Stanton Park, Kingman Park",38.89767896,-76.99471815
4907627,4907627,6,100%,88%,2,1.0,1.5,1.0,$79.00 ,$150.00 ,,6,1125,10,"Union Station, Stanton Park, Kingman Park",38.89784794,-76.98545208
6091385,6091385,2,100%,97%,2,1.0,1.0,1.0,$85.00 ,,$25.00 ,1,1125,29,"Union Station, Stanton Park, Kingman Park",38.89758177,-76.98739073
3199232,3199232,1,100%,67%,8,3.0,2.5,8.0,$285.00 ,$500.00 ,$125.00 ,2,5,9,"Union Station, Stanton Park, Kingman Park",38.89330113,-76.99187303
5370128,5370128,1,100%,50%,2,1.0,1.0,1.0,$70.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89784615,-76.99534739
6094211,6094211,5,90%,100%,4,1.0,1.0,1.0,$100.00 ,,$30.00 ,1,1125,11,"Union Station, Stanton Park, Kingman Park",38.90535752,-77.00832840000001
6795052,6795052,2,100%,90%,2,1.0,1.5,1.0,$72.00 ,$250.00 ,,2,1125,1,"Union Station, Stanton Park, Kingman Park",38.897307899999994,-76.98509981
4545885,4545885,2,95%,90%,4,1.0,1.0,2.0,$89.00 ,,,1,60,21,"Union Station, Stanton Park, Kingman Park",38.90184706,-77.00314744
8403475,8403475,1,100%,100%,2,1.0,1.0,1.0,$75.00 ,,,2,1125,1,"Union Station, Stanton Park, Kingman Park",38.89760345,-77.00208242
6041652,6041652,5,70%,100%,11,5.0,4.5,5.0,"$2,822.00 ","$1,000.00 ",,2,1125,0,"Union Station, Stanton Park, Kingman Park",38.89845706,-76.98609253
766006,766006,1,100%,100%,2,1.0,2.5,1.0,$85.00 ,$150.00 ,,2,1125,76,"Union Station, Stanton Park, Kingman Park",38.90162833,-76.98882569999999
6447899,6447899,2,100%,89%,2,1.0,1.0,1.0,$189.00 ,,$100.00 ,1,1125,4,"Union Station, Stanton Park, Kingman Park",38.89799893,-76.97459485
6288146,6288146,4,81%,97%,2,1.0,1.5,1.0,$69.00 ,,,3,14,28,"Union Station, Stanton Park, Kingman Park",38.90635436,-77.00219462
1290893,1290893,1,100%,100%,2,1.0,1.0,1.0,$118.00 ,,,12,1125,10,"Union Station, Stanton Park, Kingman Park",38.89732262,-77.00028731
266852,266852,3,100%,100%,2,1.0,1.0,1.0,$75.00 ,,,2,30,318,"Union Station, Stanton Park, Kingman Park",38.89661032,-76.98702755
5132940,5132940,1,100%,100%,2,1.0,1.0,1.0,$79.00 ,,,1,1125,74,"Union Station, Stanton Park, Kingman Park",38.89684733,-76.98625067
6476539,6476539,2,100%,90%,2,1.0,1.5,1.0,$77.00 ,$250.00 ,,3,95,8,"Union Station, Stanton Park, Kingman Park",38.89719653,-76.9869563
3190123,3190123,1,100%,71%,2,1.0,1.0,1.0,$84.00 ,,$10.00 ,2,1125,28,"Union Station, Stanton Park, Kingman Park",38.90678107,-77.00466764
1165468,1165468,5,100%,100%,2,1.0,1.0,1.0,$95.00 ,,$50.00 ,1,93,61,"Union Station, Stanton Park, Kingman Park",38.89781634,-76.99456414
8483012,8483012,1,100%,100%,2,1.0,1.0,1.0,$80.00 ,,,6,30,0,"Union Station, Stanton Park, Kingman Park",38.89948355,-77.00257321
5288168,5288168,1,60%,75%,4,2.0,1.0,2.0,$195.00 ,,,1,1125,5,"Union Station, Stanton Park, Kingman Park",38.89710979,-77.00148818
5559331,5559331,1,100%,100%,2,0.0,1.0,1.0,$110.00 ,,$25.00 ,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.89488572,-77.00118128
3790017,3790017,2,90%,75%,5,3.0,2.0,3.0,$225.00 ,$600.00 ,$200.00 ,5,1125,4,"Union Station, Stanton Park, Kingman Park",38.89519101,-76.99252065
709828,709828,1,,,4,,1.0,2.0,$325.00 ,,$65.00 ,4,7,0,"Union Station, Stanton Park, Kingman Park",38.89260315,-77.00048893
4786526,4786526,1,100%,83%,6,3.0,1.5,3.0,$250.00 ,,$25.00 ,1,1125,2,"Union Station, Stanton Park, Kingman Park",38.89816227,-76.99979797
3061574,3061574,2,85%,94%,3,1.0,1.0,2.0,$95.00 ,,$35.00 ,2,700,14,"Union Station, Stanton Park, Kingman Park",38.89681839,-76.99547501
8648582,8648582,2,100%,80%,2,1.0,1.0,1.0,$75.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89571675,-76.98039484
1144756,1144756,4,100%,83%,6,3.0,3.0,3.0,$225.00 ,$500.00 ,$75.00 ,6,180,11,"Union Station, Stanton Park, Kingman Park",38.89221459,-77.00096875
5748668,5748668,1,56%,80%,2,1.0,1.0,1.0,$80.00 ,$100.00 ,$30.00 ,1,30,4,"Union Station, Stanton Park, Kingman Park",38.90564269,-77.00535751
4658436,4658436,2,100%,76%,4,1.0,1.0,2.0,$137.00 ,$250.00 ,$35.00 ,1,14,28,"Union Station, Stanton Park, Kingman Park",38.90411989,-77.00567375
2093954,2093954,1,,,4,1.0,1.0,1.0,$98.00 ,$200.00 ,$20.00 ,3,90,28,"Union Station, Stanton Park, Kingman Park",38.89959096,-77.00270152
5772930,5772930,2,94%,100%,2,1.0,1.0,1.0,$149.00 ,$150.00 ,$35.00 ,1,1125,34,"Union Station, Stanton Park, Kingman Park",38.89982173,-76.99752842
4498370,4498370,1,100%,100%,6,3.0,1.5,3.0,$250.00 ,$300.00 ,$100.00 ,2,1125,11,"Union Station, Stanton Park, Kingman Park",38.89689507,-76.98670226
4552932,4552932,1,100%,100%,4,1.0,1.0,2.0,$150.00 ,$500.00 ,$50.00 ,2,1125,26,"Union Station, Stanton Park, Kingman Park",38.898652,-77.00177743
4093665,4093665,1,100%,100%,3,1.0,1.0,2.0,$168.00 ,,$60.00 ,2,4,47,"Union Station, Stanton Park, Kingman Park",38.90474311,-77.0054369
7837425,7837425,3,100%,100%,2,1.0,1.5,1.0,$59.00 ,$95.00 ,$12.00 ,1,1125,9,"Union Station, Stanton Park, Kingman Park",38.90567235,-77.00542655
3897111,3897111,1,100%,50%,2,1.0,1.0,1.0,$80.00 ,$250.00 ,$60.00 ,3,120,1,"Union Station, Stanton Park, Kingman Park",38.89881243,-76.99333438
7124780,7124780,2,100%,100%,3,1.0,1.0,2.0,$80.00 ,,$35.00 ,1,30,1,"Union Station, Stanton Park, Kingman Park",38.89590263,-76.98191521
2897706,2897706,3,93%,98%,2,1.0,1.0,1.0,$126.00 ,$95.00 ,$45.00 ,1,21,51,"Union Station, Stanton Park, Kingman Park",38.89309631,-76.9983459
538598,538598,1,100%,,5,2.0,1.5,3.0,$125.00 ,,,6,1125,0,"Union Station, Stanton Park, Kingman Park",38.8988398,-76.99730181
5718974,5718974,1,,,2,0.0,1.0,1.0,$100.00 ,,$40.00 ,5,1125,4,"Union Station, Stanton Park, Kingman Park",38.90287087,-77.00833342
6644726,6644726,1,75%,100%,2,1.0,1.0,1.0,$100.00 ,$200.00 ,$50.00 ,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.9044856,-77.00045558
8065395,8065395,6,100%,93%,15,6.0,4.5,12.0,$499.00 ,$500.00 ,$200.00 ,2,1125,0,"Union Station, Stanton Park, Kingman Park",38.89987739,-76.9987274
4277425,4277425,49,98%,52%,4,1.0,1.0,1.0,$195.00 ,,,3,90,2,"Union Station, Stanton Park, Kingman Park",38.89669017,-77.00024648
4462489,4462489,1,,,4,1.0,2.5,2.0,$100.00 ,$100.00 ,$50.00 ,3,1125,1,"Union Station, Stanton Park, Kingman Park",38.89829607,-76.98468224
7080111,7080111,1,100%,100%,4,1.0,1.0,2.0,$125.00 ,,,1,1125,8,"Union Station, Stanton Park, Kingman Park",38.89909192,-76.98395409999999
845033,845033,1,100%,92%,4,1.0,1.0,2.0,$145.00 ,$350.00 ,$135.00 ,2,30,142,"Union Station, Stanton Park, Kingman Park",38.89624511,-77.0012088
16684,16684,2,100%,97%,2,0.0,1.0,1.0,$175.00 ,,$50.00 ,3,30,141,"Union Station, Stanton Park, Kingman Park",38.89866104,-77.00179416
8667480,8667480,4,100%,87%,6,3.0,1.0,3.0,$199.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89979351,-76.99027073
4974016,4974016,3,97%,100%,3,1.0,1.0,1.0,$75.00 ,$500.00 ,$30.00 ,1,1125,12,"Union Station, Stanton Park, Kingman Park",38.90207855,-76.98960895
8225441,8225441,1,88%,75%,4,2.0,1.0,2.0,$130.00 ,,$60.00 ,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89346615,-76.99169723
5522108,5522108,1,89%,100%,5,1.0,2.0,1.0,$150.00 ,,,1,1125,3,"Union Station, Stanton Park, Kingman Park",38.89537193,-76.9870714
5874372,5874372,2,97%,59%,5,2.0,1.5,2.0,$220.00 ,,,1,1125,3,"Union Station, Stanton Park, Kingman Park",38.89695157,-76.99185914
6844537,6844537,1,,,2,1.0,1.5,1.0,$75.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.8965092,-76.9918184
885473,885473,1,53%,92%,5,1.0,1.0,1.0,$115.00 ,,$50.00 ,1,3,43,"Union Station, Stanton Park, Kingman Park",38.89329541,-76.99713886
6726404,6726404,25,99%,89%,4,1.0,1.0,2.0,$119.00 ,$300.00 ,$85.00 ,3,1125,3,"Union Station, Stanton Park, Kingman Park",38.89313331,-76.99721206
867117,867117,1,90%,67%,4,2.0,2.5,2.0,$225.00 ,,$80.00 ,3,26,36,"Union Station, Stanton Park, Kingman Park",38.89590909,-76.99802679
877329,877329,1,80%,93%,2,1.0,1.0,1.0,$125.00 ,,,3,1125,28,"Union Station, Stanton Park, Kingman Park",38.89923031,-76.98951133
4639513,4639513,1,100%,100%,3,1.0,1.0,2.0,$124.00 ,$100.00 ,$40.00 ,2,60,25,"Union Station, Stanton Park, Kingman Park",38.90510387,-77.00637211
3155230,3155230,1,86%,83%,1,1.0,1.0,1.0,$95.00 ,$500.00 ,,1,1125,51,"Union Station, Stanton Park, Kingman Park",38.89815014,-76.98679134
8391832,8391832,4,100%,87%,2,1.0,1.0,1.0,$59.00 ,,$10.00 ,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.90142298,-76.99010533
1824864,1824864,1,100%,50%,3,2.0,1.0,2.0,$149.00 ,,$60.00 ,2,365,1,"Union Station, Stanton Park, Kingman Park",38.89789931,-76.98730691
6764653,6764653,1,100%,100%,2,1.0,1.0,1.0,$99.00 ,,,4,1125,6,"Union Station, Stanton Park, Kingman Park",38.89655878,-76.98518322
7281163,7281163,1,100%,100%,2,1.0,1.0,1.0,$95.00 ,,$25.00 ,5,1125,1,"Union Station, Stanton Park, Kingman Park",38.89897694,-77.00012697
7760490,7760490,2,100%,100%,4,1.0,1.0,2.0,$126.00 ,,,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.90170892,-76.99920073
7499000,7499000,1,100%,100%,1,1.0,0.0,1.0,$64.00 ,,,1,1125,2,"Union Station, Stanton Park, Kingman Park",38.89456581,-76.98183639
1571126,1571126,30,92%,94%,6,2.0,2.5,3.0,$299.00 ,,$150.00 ,3,999,17,"Union Station, Stanton Park, Kingman Park",38.89439886,-76.99809605
7346489,7346489,3,100%,100%,1,1.0,1.0,1.0,$35.00 ,,$20.00 ,1,1125,8,"Union Station, Stanton Park, Kingman Park",38.89265891,-76.98084854
2343987,2343987,1,91%,93%,2,1.0,1.5,2.0,$50.00 ,,,2,28,119,"Union Station, Stanton Park, Kingman Park",38.89714946,-76.99667234
1901631,1901631,2,100%,100%,6,2.0,1.0,4.0,$179.00 ,$100.00 ,$95.00 ,1,45,96,"Union Station, Stanton Park, Kingman Park",38.90111954,-76.9981995
4930445,4930445,1,,,2,1.0,1.5,1.0,$70.00 ,,,2,1125,12,"Union Station, Stanton Park, Kingman Park",38.90026457,-76.98981519
6317209,6317209,1,100%,100%,3,1.0,1.0,1.0,$125.00 ,,,1,1125,29,"Union Station, Stanton Park, Kingman Park",38.90580085,-76.99893974
3779790,3779790,1,100%,67%,2,1.0,1.0,1.0,$180.00 ,,,2,10,4,"Union Station, Stanton Park, Kingman Park",38.89808959,-76.99717270000001
2554274,2554274,1,60%,83%,2,1.0,1.0,1.0,$79.00 ,,,1,1125,22,"Union Station, Stanton Park, Kingman Park",38.905763799999995,-77.00515676
55718,55718,5,100%,100%,1,1.0,,1.0,$75.00 ,,$25.00 ,2,21,175,"Union Station, Stanton Park, Kingman Park",38.8975113,-76.99256921
6551591,6551591,1,67%,100%,2,1.0,1.0,1.0,$100.00 ,,,7,1125,0,"Union Station, Stanton Park, Kingman Park",38.90524313,-77.00539004
6975265,6975265,1,,,2,0.0,1.0,1.0,$80.00 ,,,3,15,5,"Union Station, Stanton Park, Kingman Park",38.89879582,-76.99124348
7020322,7020322,3,,,4,2.0,2.5,2.0,$300.00 ,,$35.00 ,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89864832,-76.99697661
6208208,6208208,1,,,2,1.0,1.5,1.0,$107.00 ,,,1,1125,4,"Union Station, Stanton Park, Kingman Park",38.8969917,-76.98090027
6937329,6937329,1,100%,,6,3.0,1.0,3.0,$250.00 ,$250.00 ,$75.00 ,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.90012659,-76.99989725
6937338,6937338,25,99%,89%,6,3.0,1.0,3.0,$199.00 ,$500.00 ,$115.00 ,3,1125,9,"Union Station, Stanton Park, Kingman Park",38.89309392,-77.00166497
5503750,5503750,1,100%,100%,3,1.0,2.0,2.0,$90.00 ,,,1,1125,55,"Union Station, Stanton Park, Kingman Park",38.90089453,-77.00103733
6162662,6162662,1,,,2,1.0,1.0,1.0,$105.00 ,$200.00 ,$15.00 ,1,7,2,"Union Station, Stanton Park, Kingman Park",38.90586228,-77.00549466
7051125,7051125,3,70%,,4,2.0,1.0,2.0,$150.00 ,,$150.00 ,3,120,0,"Union Station, Stanton Park, Kingman Park",38.89607377,-76.97510082
5879055,5879055,1,90%,83%,3,1.0,1.0,1.0,$125.00 ,,$30.00 ,2,1125,4,"Union Station, Stanton Park, Kingman Park",38.90494742,-77.00576335
5267060,5267060,1,100%,100%,2,0.0,1.0,1.0,$85.00 ,$250.00 ,$25.00 ,2,7,45,"Union Station, Stanton Park, Kingman Park",38.89762013,-76.97331699
2309905,2309905,49,98%,52%,6,2.0,1.0,2.0,$225.00 ,,,3,90,4,"Union Station, Stanton Park, Kingman Park",38.89769334,-76.98619599999999
5575873,5575873,1,100%,100%,2,1.0,1.0,1.0,$99.00 ,$250.00 ,,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.89966717,-76.98684151
6601036,6601036,1,,,3,1.0,1.0,1.0,$150.00 ,,,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.89628578,-77.00067227
3102110,3102110,1,100%,100%,4,1.0,1.0,2.0,$85.00 ,$150.00 ,$25.00 ,2,15,71,"Union Station, Stanton Park, Kingman Park",38.8962279,-76.97356497
6472135,6472135,1,100%,88%,2,1.0,1.0,,$115.00 ,,$20.00 ,2,1125,9,"Union Station, Stanton Park, Kingman Park",38.89210464,-76.99698174
3105225,3105225,1,100%,100%,2,1.0,1.0,1.0,$120.00 ,,,1,1125,16,"Union Station, Stanton Park, Kingman Park",38.90552475,-77.00675615
30022,30022,3,100%,100%,1,1.0,1.0,1.0,$35.00 ,,$20.00 ,1,730,1,"Union Station, Stanton Park, Kingman Park",38.89301986,-76.98013562
5702153,5702153,1,100%,100%,2,1.0,2.0,1.0,$79.00 ,,,1,1125,42,"Union Station, Stanton Park, Kingman Park",38.89994742,-76.98931861
7594542,7594542,1,50%,100%,1,1.0,1.0,1.0,$40.00 ,,$40.00 ,7,1125,1,"Union Station, Stanton Park, Kingman Park",38.89755288,-76.98014945
5660850,5660850,1,90%,60%,2,1.0,1.0,2.0,$149.00 ,$300.00 ,$75.00 ,2,1125,15,"Union Station, Stanton Park, Kingman Park",38.89247294,-76.98642213
3653847,3653847,1,100%,100%,5,1.0,1.0,2.0,$115.00 ,,$25.00 ,1,14,37,"Union Station, Stanton Park, Kingman Park",38.89412755,-76.97856389
7725273,7725273,1,94%,100%,3,1.0,1.0,1.0,$105.00 ,,$30.00 ,1,365,7,"Union Station, Stanton Park, Kingman Park",38.89556071,-76.99509508
5759200,5759200,1,100%,100%,3,1.0,1.0,2.0,$58.00 ,,$5.00 ,1,1125,15,"Union Station, Stanton Park, Kingman Park",38.89584461,-76.97758207
1212239,1212239,1,100%,100%,4,2.0,2.0,2.0,$250.00 ,$250.00 ,$200.00 ,4,28,7,"Union Station, Stanton Park, Kingman Park",38.89503527,-76.99962974
7045976,7045976,1,100%,100%,2,1.0,1.0,1.0,$125.00 ,,$20.00 ,2,4,2,"Union Station, Stanton Park, Kingman Park",38.89968286,-77.00042232
5964678,5964678,1,,,2,1.0,1.0,1.0,$95.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89597306,-76.98558927
5030785,5030785,2,100%,89%,3,1.0,1.0,1.0,$180.00 ,$100.00 ,,1,14,10,"Union Station, Stanton Park, Kingman Park",38.90580843,-77.00001218
6231539,6231539,3,,,2,1.0,1.0,1.0,$156.00 ,,,1,1125,0,"Union Station, Stanton Park, Kingman Park",38.89874336,-76.99907938
2975445,2975445,1,91%,50%,2,1.0,1.5,1.0,$135.00 ,,,1,1125,4,"Union Station, Stanton Park, Kingman Park",38.89919865,-76.98664174
3876576,3876576,1,92%,100%,2,1.0,1.0,1.0,$95.00 ,,$20.00 ,1,1125,19,"Union Station, Stanton Park, Kingman Park",38.90278431,-76.99545156
6276856,6276856,1,100%,100%,4,1.0,1.0,2.0,$145.00 ,$500.00 ,$50.00 ,3,1125,5,"Union Station, Stanton Park, Kingman Park",38.90550285,-77.00549821
5874431,5874431,2,97%,59%,2,1.0,1.5,1.0,$120.00 ,,,1,1125,11,"Union Station, Stanton Park, Kingman Park",38.89738996,-76.99317359999999
5735479,5735479,1,90%,86%,3,1.0,1.0,1.0,$160.00 ,,$25.00 ,1,1125,6,"Union Station, Stanton Park, Kingman Park",38.90548099,-77.00589411
834961,834961,1,57%,0%,2,1.0,1.0,1.0,$79.00 ,,$20.00 ,1,21,41,"Union Station, Stanton Park, Kingman Park",38.897245399999996,-76.97124527
2384268,2384268,1,75%,100%,2,1.0,1.0,1.0,$55.00 ,,$25.00 ,2,1125,1,"Union Station, Stanton Park, Kingman Park",38.90451109,-76.99477257
6504358,6504358,1,,,2,1.0,1.0,2.0,$50.00 ,,,1,1125,1,"Union Station, Stanton Park, Kingman Park",38.89294085,-76.99777106
6077948,6077948,1,100%,100%,4,1.0,1.0,2.0,$135.00 ,$250.00 ,$65.00 ,2,1125,14,"Union Station, Stanton Park, Kingman Park",38.89579651,-76.99259892
4652584,4652584,5,90%,100%,2,1.0,1.0,1.0,$80.00 ,,,1,1125,2,"Union Station, Stanton Park, Kingman Park",38.90492877,-77.00853909
6165767,6165767,1,100%,100%,2,1.0,1.5,1.0,$148.00 ,,,1,1125,5,"Union Station, Stanton Park, Kingman Park",38.89496653,-76.99526136
7842397,7842397,3,100%,100%,3,1.0,1.5,1.0,$69.00 ,$95.00 ,$12.00 ,1,1125,5,"Union Station, Stanton Park, Kingman Park",38.90591085,-77.00706761
647080,647080,4,100%,83%,6,2.0,2.5,3.0,$300.00 ,$250.00 ,$90.00 ,4,1125,39,"Union Station, Stanton Park, Kingman Park",38.89233141,-77.00084213
